Nombre,Anterior,ltimo,% Dif.,Mximo,Mnimo,Fecha,Hora,% Dif.
IBEX 35,"10.273,40","10.197,50","-0,74","10.276,60","10.167,40",19/10/2017,17:38,"9,04"
