Nombre,Anterior,ltimo,% Dif.,Mximo,Mnimo,Fecha,Hora,% Dif.
IBEX 35,"10.278,40","10.275,90","-0,02","10.304,00","10.244,80",12/10/2017,17:38,"9,88"
